84,Destiny 2,2017,Humanity's last safe city has fallen to an overwhelming invasion force  led by Ghaul  the imposing commander of the brutal Red Legion. He has stripped the city's Guardians of their power  and forced the survivors to flee.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
85,Minecraft,2009,Welcome to the world of Minecraft where you can build  brew potions  enchant your armor and tools and adventure other biomes. Visit the Nether  or even defeat the Ender Dragon in the End.,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
86,Resident Evil VII: Biohazard,2017,An ordinary man must embark on a search to find his missing wife that leads him to an abandoned house where a mysterious family lives who harbor an evil secret within the house and themselves.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
87,Assassin's Creed III,2012,The American Colonies  1775. It's a time of civil unrest and political upheaval in the Americas. As a Native American fights to protect his land and his people  he will ignite the flames of a young nation's revolution.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Mafia: Definitive Edition,2020,The game follows Thomas Angelo where his life as a hard-working taxi driver is forever changed after a fateful run-in with the Italian Mafia.,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
89,Far Cry 4,2014,To fulfil his mother's dying wish  Ajay Ghale travels to Kyrat to scatter her ashes. Before he can accomplish this  though  he must end a civil war between the Golden Path and Min's forces.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Suicide Squad: Kill the Justice League,2023,The most dangerous villains in the DC Universe have been forced to team up and take on a new mission: Kill the Justice League.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,Metal Gear Rising: Revengeance,2013,In the year 2018  cybernetic soldier Raiden goes on a mission to stop a terrorist organization from starting a war for financial gain.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
92,Call of Duty: WWII,2017,You play various American servicemen and their allies in World War II as the Western Allies fight their way through Europe during and after the invasion of Normandy.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,Resident Evil 4,2005,Six years after the events in Raccoon City  Leon Kennedy  now a federal agent  is sent to a rural part of Spain to rescue the U.S. President's kidnapped daughter  Ashley Graham from a sinister cult.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
94,God of War,2005,After 10 years of endless nightmares and servitude to the gods of Olympus  Kratos is assigned with a final task  to kill Ares  the God of War.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
95,Saints Row IV,2013,Play as your own customized President of United States of America and fight for an Alien invasion that nobody saw coming.,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
96,Call of Duty: Modern Warfare II,2022,A sequel to 2019's modern warfare,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,Resident Evil 2,2019,Re-imagining of Resident Evil 2 (1998)  with a third-person over-the-shoulder view  new details  rearranged and new areas  no more loading screen doors  new puzzle solving opportunities  a gunpowder crafting mechanic and more.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
98,Resident Evil 4,2023,Remake of the 2005 game Resident Evil 4.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
99,Grand Theft Auto III,2001,A young bank robber escapes from police custody and works his way up through the mafia ladder of crime-ridden Liberty City  USA.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
100,Star Wars Jedi: Survivor,2023,Add a Plot,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
101,BioShock Infinite,2013,A man is sent to the flying city of Columbia to find a missing girl. However  upon arrival he discovers that the city  its people  and his objective are all not what they seem.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,Mass Effect: Andromeda,2017,The Andromeda Initiative sets a course for a new galaxy  hoping to find a new home for the species of the Milky Way.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
103,Fortnite: Chapter 3,2021,The Island has flipped. The Foundation is seeking help from the Loopers and Agent Jones helps him and The Seven reunite and find Geno.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
104,The Legend of Zelda: Breath of the Wild,2017,After a century of hibernation  Link reawakens to once again save a ruined Hyrule from a great evil.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
105,Watch Dogs 2,2016,In San Francisco  hacker Marcus Holloway joins DedSec  to take down a corrupt system by fighting and hacking his way through the entire San Francisco Bay.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
106,Saints Row 2,2008,Several new upstart gangs have been able to sweep in and make their mark on Stilwater. As leader of the Saints  you'll have to do whatever it takes to protect the members of your gang.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
107,Call of Duty: Black Ops Cold War,2020,Set during the early 80s of the Cold War  the campaign follows CIA operative Russel Adler as he pursues an alleged Soviet spy  whose goal is to subvert the United States and tilt the balance of power towards the Soviet Union.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,BioShock,2007,In 1960  a lone survivor of a plane crash named Jack discovers an abandoned underwater utopia  only to find out that the mystery behind its creation is much more sinister than he first believed.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,Borderlands 3,2019,"In this FPS/RPG  Troy and Tyreen Calypso learn of other Vaults beyond the planet Pandora  and form a violent cult named the ""Children of the Vault"" to gain possession of them  while Lilith recruits the ""Vault Hunter"" to get to them first.",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,Evil Dead: The Game,2022,Step into the shoes of Ash Williams or his friends from the iconic Evil Dead franchise and work together in a game loaded with over-the-top co-op and PVP multiplayer action.,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
111,Halo Infinite,2021,When all hope is lost and humanity's fate hangs in the balance  Master Chief is ready to confront the most ruthless foe he's ever faced.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
112,Dragon Age: Inquisition,2014,When the Conclave is destroyed  leaving only one survivor  demons are loosed up on the world. In an attempt to restore order and save the world  the survivor--now the inquisitor-- instigates the long forgotten inquisition.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
113,Tekken 7,2015,After the events of Tekken 6  though Azazel was destroyed by Jin Kazama  the war between the Mishima Zaibatsu and G Corporation continues to ravage the world leading up to the final battle between Heihachi Mishima and his son  Kazuya.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,Big Rumble Boxing: Creed Champions,2021,Do you have what it takes to be a champion? Train  fight  and win like Adonis Creed  Rocky Balboa  and more boxing legends in this knockout boxing game.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,Fallout 3,2008,Centuries following nuclear war  a teen leaves the safety of an underground vault in order to find their father  who left in hopes of creating a water purifier.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
116,Grand Theft Auto VI,2025,Add a Plot,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
117,Mafia III,2016,After the murder of his surrogate family at the hands of the Italian mafia  Vietnam War veteran Lincoln Clay seeks vengeance on those who took away the only thing that mattered to him.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
